category,text
sport,moya fights back for indian title carlos moya became the first man to successfully defend the chennai open title by beating four-times finalist paradorn srichaphan 3-6 6-4 7-6 (7/5).  the spaniard then donated his £28 000 prize money to relief efforts for the victims of the asian tsunami. the final was close throughout  with thai second seed srichaphan - the 2003 winner - closing out the first set. but moya took the second set  before bouncing back from 5-2 down in the decider to force and win a tie-break. moya confirmed afterwards:  i m donating my prize money from this tournament for the tsunami victims  hoping it makes some difference to their lives. his contribution follows pledges by four other players to donate their prize money from the tournament  which went ahead after the 26 december disaster which has so far claimed at least 150 000 lives. scrichapan said he would donate an unspecified amount for relief work in thailand  where more than 5 000 people were killed. the atp has announced that it would contribute the us$25 000 tournament fee to unicef s emergency relief fund in tamil nadu. the atp tour s sponsor  mercedes  said it would also contribute  increasing the atp donation to us$40 000.
entertainment,career honour for actor dicaprio actor leonardo dicaprio s  exceptional career  has been honoured at the santa barbara international film festival.  the star was presented with the award by martin scorsese  who directed him in oscar-nominated movie the aviator.  it s a lifetime achievement award  which is completely and utterly surreal  given i m only 30 years old   dicaprio said.  but what has it been  almost 17 years now. i ve done quite a few films.  a retrospective of his movies was shown.   what s really exciting  for me  is that this is what i really love doing   he added.  it s what i want to do for the rest of my life.  dicaprio began his movie career in horror film critters 3  before moving onto roles in the basketball diaries  romeo and juliet  titanic and gangs of new york. the achievement award was created to commemorate the california festival s 20th anniversary and coincided with dicaprio s portrayal of millionaire howard hughes in the aviator.  veteran actress jane russell  who starred in hughes  1943 film the outlaw  said was impressed by dicaprio s quest for authenticity when he previously discussed the role with her.  i was very happy that (dicaprio) came and cared to come up and find out what (hughes) was really like   she said. the aviator has taken pole position in this year s oscars race with 11 nominations  including nominations for best film  best actor for dicaprio and best director for scorsese.
tech,mobile gig aims to rock 3g forget about going to a crowded bar to enjoy a gig by the latest darlings of the music press.  now you could also be at a live gig on your mobile  via the latest third generation (3g) video phones. rock outfit rooster are playing what has been billed as the first ever concert broadcast by phone on tuesday evening from a london venue. the 45-minute gig is due to be  phone cast  by the 3g mobile phone operator  3. 3g technology lets people take  watch and send video clips on their phones  as well as swap data much faster than with 2g networks like gsm. people with 3g phones in the uk can already download football and music clips on their handsets.  some 1 000 fans of the london-based band will have to pay five pounds for a ticket and need a 3g handset.   once you have paid  you can come and go as much as you like  because we expect the customers to be mobile   said 3 spokesperson belinda henderson.  it s like going to a concert hall  except that you are virtually there.  the company behind the trial hopes to learn more about how people use their video phones.  we are looking on how long people will stay on average on the streams. some people may stay the whole time  some may dip in and out   said ms henderson.  we actually expect people to dip in and out because they are mobile and they will be doing other things.  3 is looking to music as a way of persuading more people to take up the latest video phones. it is already planning regular gigs throughout 2005. and during the intermission  of course  you would still be able to make a phone call.
politics,terror suspects face house arrest uk citizens suspected of involvement in terrorism could face house arrest as part of a series of new measures outlined by the home secretary.  it comes after law lords ruled that the detention of 12 foreign terror suspects without trial breached human rights. charles clarke s planned  control orders  mean anyone suspected of being involved in terrorism could be subject to house arrest  curfews or tagging. the law society dubbed mr clarke s new proposals an  abuse of power . deals are already being sought to deport some of the foreign detainees who are mainly held in belmarsh prison in london under the current laws introduced after the us terror attacks on 11 september 2001. mr clarke said efforts would continue to deport them to their countries of origin algeria  tunisia  egypt and jordan without them facing torture or death.  under the proposed changes - prompted by the house of lords ruling - the home secretary could order british citizens or foreign suspects who could not be deported  to face house arrest or other measures such as restrictions on their movements or limits on their use of telephones and the internet.  british citizens are being included in the changes after the law lords said the current powers were discriminatory because they could only be used on foreign suspects. mr clarke also said intelligence reports showed some british nationals were now playing a more significant role in terror threats. human rights lawyer clive stafford-smith said the plans were a  further abuse of human rights in britain .  mr clarke said prosecutions were the government s first preference and promised the powers would only be used in  serious  cases  with independent scrutiny from judges.  he told mps:  there remains a public emergency threatening the life of the nation.  he accepted the law lords  ruling but argued detention powers had helped prevent attacks and deter terrorists. the current detainees would not be freed until the new powers were in place as they were still considered a national security threat  he told mps.  there have been calls for the rules for wire-tap and intercept evidence to be allowed to be used in courts but mr clarke refused to back that change.  he said intercept evidence was only a small part of the case against the men and some of it could not be used because it could put sources  lives at risk. most of the terror suspects are being held indefinitely at belmarsh prison  in london. conservative shadow home secretary david davis was worried about extending special powers to cover british citizens. he warned:  throughout history  internment has generally backfired because of the resentment it creates.  so unless the process is clearly just  the home secretary could find himself confining one known terrorist only to recruit 10 unknown terrorists.  he suggested changing the law to let security-cleared judges view evidence gathered by phone-tapping could allow more terror cases to come to court.  liberal democrat spokesman mark oaten also backed use of wire-tap evidence. he said the standard of proof for the new powers would have to be  very high indeed  and he asked whether ministers had looked at measures which fitted with human rights laws. shami chakrabarti  from human rights group liberty  joined calls for intercept evidence to be allowed in trials. she said:  adherence to the rule of law should not be a game of cat and mouse. the government should not swap one human rights  opt out  for another.
entertainment,halloween writer debra hill dies screenwriter and producer debra hill  best known for her work on the 70s horror classic halloween  has died in los angeles aged 54.  hill  who had been suffering from cancer  co-wrote the 1978 film  which starred jamie lee curtis as a babysitter terrorised by a psychopath. directed by john carpenter  it made over $60m (£31.3m) worldwide - a record for independent film at that time. hill also worked with carpenter on escape from new york and the fog. born in new jersey  hill began her career as a production assistant and worked her way through the ranks  becoming an assistant director and second-unit director before she began collaborating with carpenter.  she was regarded by many as a pioneering woman in film  taking on jobs in the 70s that were more commonly taken by men.  back when i started in 1974  there were very few women in the industry   she said in 2003.  i was assumed to be the make-up and hair person  or the script person. i was never assumed to be the writer or producer.   i took a look around and realised there weren t that many women  so i had to carve a niche for myself.  carpenter said that working with hill was  one of the greatest experiences of my life .  the ground that she trailblazed in the beginning can now be followed by anyone. she was incredibly capable and talented   he said. carpenter and hill collaborated on a number of halloween sequels  including halloween ii  halloween: resurrection and halloween: the curse of michael myers.  later in her career  hill formed a production company with her friend lynda obst  making a string of hit films including oscar nominee the fisher king and teen comedy adventures in babysitting. other films included the stephen king adaptation the dead zone in 1983 and 1985 s clue  a comedy based on the board game cluedo. in the 90s she pursued work in tv  although she was reunited with carpenter in 1996 for escape from la  the sequel to escape from new york. at the time of her death she was working on a film about the last two men pulled from the rubble of the twin towers following the 11 september terror attacks in 2001. she was also co-producing the remake of the fog  which is due for release early next year.
politics,royal couple watch nation s mood prince charles and camilla parker bowles are awaiting the nation s reaction after announcing they are to be married on 8 april.  mrs parker bowles will take the title hrh duchess of cornwall after a civil ceremony to be held at windsor castle. a daily telegraph poll of 1 313 people suggests two-thirds of britons support the couple s decision to marry. but only 40% think mrs parker bowles should become princess consort as planned after charles becomes king. some 47% believe she should have no title  while 7% think she should become queen.  the poll also found that the majority of britons would prefer the monarchy to miss a generation  with the queen handing the throne to her grandson prince william  22  on her death or abdication. on thursday night  prince charles  56  and mrs parker bowles  57  hosted a dinner at windsor castle  their first public appearance since announcing their engagement. mrs parker bowles said the prince went down on one knee to propose and added:  i m just coming down to earth.  she displayed her diamond engagement ring - a royal family heirloom - to reporters. charles said he and his wife-to-be were  absolutely delighted . their marriage will end years of speculation on a relationship which dates back to 1970.  the queen and duke of edinburgh said the news had made them  very happy . princes william and harry said they are  very happy  and wish the couple  all the luck in the future . the wedding will be a civil ceremony followed by a service of prayer and dedication in st george s chapel at which the archbishop of canterbury  dr rowan williams  will preside.  the marriage is likely to be a sensitive issue because mrs parker bowles is divorced and her former husband is still alive. if he became king  charles would be the supreme governor of the church of england and some anglicans remain opposed to the remarriage of divorcees.  his divorce from diana and the disappointment the country felt over how diana had been treated... opened up a sense of disillusionment with [prince charles]   said ros coward  who wrote the authorised biography of diana  princess of wales. the archbishop of canterbury said:  i am pleased that prince charles and mrs camilla parker bowles have decided to take this important step.  tony blair said he was  delighted  for the couple and offered his congratulations  as did conservative leader michael howard and liberal democrat leader charles kennedy. australia s prime minister john howard also offered his congratulations  adding that their decision to marry was a  sensible and a good thing . mrs parker bowles has joined the prince at numerous engagements in recent years - mostly at evening events for the prince s trust. clarence house staff were at pains to point out that she attended these events in a private capacity.
tech,firefox browser takes on microsoft microsoft s internet explorer has a serious rival in the long-awaited firefox 1.0 web browser  which has just been released.  few people get excited when some new software is released  especially when the program is not a game or a music or movie player. but the release of the first full version of firefox has managed to drum up a respectable amount of pre-launch fervour. fans of the software have banded together to raise cash to pay for an advert in the new york times announcing that version 1.0 of the browser is available. the release of firefox 1.0 on 9 november might even cause a few heads to turn at microsoft because the program is steadily winning people away from the software giant s internet explorer browser.  firefox has been created by the mozilla foundation which was started by former browser maker netscape back in 1998. much of the development work done since then has gone into firefox which made its first appearance under this name in february. earlier incarnations  but which had the same core technology  were called phoenix and firebird. since then the software has been gaining praise and converts  not least because of the large number of security problems that have come to light in microsoft s internet explorer. rivals to ie got a boost in late june when two us computer security organisations warned people to avoid the microsoft program to avoid falling victim to a serious vulnerability.  internet monitoring firm websidestory has charted the growing population of people using the firefox browser and says it is responsible for slowly eroding the stranglehold of ie. before july this year  according to websidestory  internet explorer was used by about 95% of web surfers. that figure had remained static for years. in july the ie using population dropped to 94.7% and by the end of october stood at 92.9%. the mozilla foundation claims that firefox has been downloaded almost eight million times and has publicly said it would be happy to garner 10% of the windows- using  net-browsing population. firefox is proving popular because  at the moment  it has far fewer security holes than internet explorer and has some innovations lacking in microsoft s program. for instance  firefox allows the pages of different websites to be arranged as tabs so users can switch easily between them. it blocks pop-ups  has a neat way of finding text on a page and lets you search through the pages you have browsed.  one of the most powerful features of firefox is the many hundreds of extras  or extensions  produced for it. the mozilla foundation is an open source organisation which means that the creators of the browser are happy for others to play around with the core code for the program. this has resulted in many different add-ons or extensions for the browser which now include everything from a version of the familiar google toolbar to a homeland security monitor that keep users aware of current threat levels. firefox  which used to be called firebird and before that phoenix  also has a growing number of vocal net-based fans. a campaign co-ordinated by the spread firefox website attempted to raise the $50 000 needed for a full page advert in the new york times. the campaign set itself a target of recruiting 2500 volunteers. ten days in to the campaign 10 000 people had signed up and now about $250 000 has been raised. the ad is due to run sometime in a three-week period in late november/early december. the surplus cash will be used to help keep the mozilla foundation running. microsoft is facing a growing challenge to ie s hold on the web using population. from alternative browsers such as opera  safari  amaya and even netscape.
entertainment,celebrities get their skates on former england footballer paul gascoigne will join eastenders  actress scarlett johnson on bbc one s strictly ice dancing.  the one-off christmas special will also star television presenter carol smillie and jessica taylor from liberty-x. each celebrity will be paired with a professional skater to impress a panel of judges and win the audience vote. the bbc is yet to confirm the final two stars who will battle it out to become ice king or queen.  veteran presenter bruce forsyth and tess daly will host the programme  which follows hot on the heels of the current saturday night series strictly come dancing. the celebrities will have to practise a stipulated ice dance and perform it at an ice rink with their partner. the judges will have 50% of the vote to decide who wins the contest  with the ice rink audience making up the rest of the vote. the show forms part of the bbc s festive schedule. ice skating duo jayne torvill and christopher dean are to front a similar celebrity ice dance show for itv  titled stars on thin ice. the contestants on stars on thin ice will each be paired up with a professional skater and will learn a new routine every week. at the end of the series  one celebrity will be crowned the winner.
entertainment,show over for mtv s the osbournes rock star ozzy osbourne has said his family will not make any more episodes of reality tv show the osbournes.   at the end of it i didn t like having cameras around the house all the time   the black sabbath singer told reporters at the mtv europe awards in rome. his wife sharon  who also appears in the popular mtv show based on the osbournes  family life  agreed.  now everybody s doing reality shows. he s done it  he s been there  he s got to do something else   she said.  ozzy osbourne said he had had enough of the work involved in making the series.  when you watch a 25-minute episode  i ve been filming all day   he said. sharon osbourne is currently appearing as a judge and mentor in itv1 talent show the x-factor alongside simon cowell and louis walsh.  earlier this year she topped a poll of the most important people in rock  for her part in guiding the career of husband ozzy and her family. she was the driving force behind the osbournes  which ran for three series  earning the family a reported $85m (£46m). the renewed popularity for ozzy has seen sales of his merchandise hit the $50m (£27.2m) mark  a record for a heavy metal artist. sales of t-shirts  accessories and action figures have rocketed since the osbournes hit screens. at its peak  the osbournes had a regular audience of eight million  with america s tv guide magazine describing the series as  a cross between the simpsons and this is spinal tap . osbourne himself was at a loss to explain its popularity:  i suppose americans get a kick out of watching a crazy brit family like us make complete fools of ourselves every week.
business,insurance bosses plead guilty another three us insurance executives have pleaded guilty to fraud charges stemming from an ongoing investigation into industry malpractice.  two executives from american international group (aig) and one from marsh & mclennan were the latest. the investigation by new york attorney general eliot spitzer has now obtained nine guilty pleas. the highest ranking executive pleading guilty on tuesday was former marsh senior vice president joshua bewlay.  he admitted one felony count of scheming to defraud and faces up to four years in prison. a marsh spokeswoman said mr bewlay was no longer with the company. mr spitzer s investigation of the us insurance industry looked at whether companies rigged bids and fixed prices. last month marsh agreed to pay $850m (£415m) to settle a lawsuit filed by mr spitzer  but under the settlement it  neither admits nor denies the allegations .
politics,sayeed to stand down as tory mp tory mp jonathan sayeed is to stand down on the grounds of ill health.  the decision comes after mr sayeed survived an attempt to de-select him in a row over allegations he had profited from private tours of parliament. the mid-bedfordshire mp had denied a claim that he was paid for guiding visitors around the palace of westminster. conservative leader michael howard has now accepted the mp s resignation  it has been announced.  mr sayeed was suspended from parliament for two weeks last month after the commons standards and privileges committee said his conduct had fallen  well below the standards expected . the conservative party had already been withdrawn the whip for a month. but his constituency association voted against a move to deselect him  with mr sayeed winning 173 of the 299 votes. after the vote  mr sayeed said only a fifth of association members had voted against him and he intended to get on with winning the election. but the vote prompted constituency association president sir stanley odell to resign in protest. the standards and privileges committee inquiry was launched after the sunday times alleged english manner limited charged clients for access to westminster through mr sayeed. mr sayeed had denied the claims  saying the suspension was  unjust and wrong  but he made an  unreserved  apology to mps in the commons chamber. he insisted that the committee s report had contained a  few errors of fact . mr sayeed has been mp for mid-bedfordshire since 1997. he represented bristol east from 1983 to 1992.
tech,gamers snap up new sony psp gamers have bought almost all of the first batch of sony s new playstation portable (psp) games console  which went on sale in japan on sunday.  thousands of people queued for hours to get hold of one of the 200 000 psps which were shipped to retailers. the handheld console can play games  music and movies and goes on sale in europe and north america next year. despite the demand sony said it would not increase the 500 000-strong stock of psps it plans to ship by year s end.  sony says it intends to ship three million of the consoles by march 2005. the company is hoping to challenge the dominance of nintendo in the handheld market. nintendo released its new ds console earlier this year and has already raised shipment targets for the device by 40%. the psp is selling in japan for 19 800 yen ($188; £98) while nintendo s ds console sells in the us and japan for $150 (£78). nintendo s goal is to ship 5 million of its new nintendo ds handheld consoles by march 2005.
entertainment,row threatens hendrix museum plan proposals to open a museum dedicated to jimi hendrix are flailing because of a row over the home of his late father.  the run-down house in seattle has already been moved wholesale once and local authorities are now demanding it be moved to another site. hendrix supporters hoped to turn the home into a museum for the guitarist.  the mayor is going to go down as the mayor who destroyed jimi hendrix s house   said ray rae marshall of the james marshall hendrix foundation. the foundation moved the building  in which al hendrix lived between 1953 and 1956  when the land it was built on was to be developed for housing in 2002. now the city of seattle wants its new plot to be used for development  giving a deadline of 22 february for the home to be moved. mr goldman said the authority had promised the house could remain on its new site and be turned into a memorial and community centre. seattle officials said no such deal had been offered.   we never said   you can own this property    said john franklin  chief of its operations department.  from our perspective  it was a temporary situation. we have not threatened to demolish the house. we ve simply asked that they have to move it.  now mr goldman is calling for the authority to pay to move the building to seattle s central district  where hendrix grew up. janie hendrix  the guitarist s stepsister  said the family were still hoping the guitarist would be honoured by having a road named after him.  that s something my father really wanted to see   she said.  it would be nice if we didn t have to fight for everything to get it.  hendrix was widely considered one of the most important guitarists of his time. he died of drug overdose in 1970 at the age of 27.
politics,debate needed  on donations cap a cap on donations to political parties should not be introduced yet  the elections watchdog has said.  fears that big donors can buy political favours have sparked calls for a limit. in a new report  the electoral commission says it is worth debating a £10 000 cap for the future but now is not the right time to introduce it. it also says there should be more state funding for political parties and candidates should be able to spend more on election campaigning.  there were almost £68m in reported donations to political parties in 2001  2002 and 2003  with nearly £12m of them from individual gifts worth more than £1m. the rules have already been changed so the public can see who gives how much to the parties but the report says there are still public suspicions. the commission says capping donations would mean taxpayers giving parties more cash - something which would first have to be acceptable to the public and shown to work.  while we are not in principle opposed to the introduction of a donation cap  we do not believe that such a major departure from the existing system now would be sensible   says its report. if there was to be a cap  it should be £10 000 - a small enough amount to make a difference but which would have banned £56m in donations between 2001 and 2003.  even without changes the commission does urge political parties to seek out more small-scale donations and suggests there should be income tax relief for gifts under £200. it also suggests increasing state funding for parties to £3m so help can be extended to all parties with at least two members in the house of commons  european parliament  scottish parliament  welsh assembly or northern ireland assembly. and it suggests new ways of boosting election campaigning  seen as a way of improving voter turnout. all local election candidates should be entitled to a free mailshot for campaign leaflets  says the watchdog. and there should be a shift in the amount of money allowed to be spent at elections from a national level to a local level to help politicians engage better with voters.  the report suggests doubling the money which can be spent by candidates  while cutting national spending limits from £20m to £15m. the commission also says the spending limits for general elections should cover the four months before the poll - as happens with other elections. electoral commission chairman sam younger said:  there is no doubt that political parties have a vital role to play in maintaining the health of our democracy and for this they need to be adequately resourced.  our research has shown that people want to be more informed about party politics and that they want politicians to be more visible and accessible.  the public are reluctant for the state to fund parties but at the same time are unhappy with large private donations.  he called for a wider public debate on party funding to find the consensus needed for radical changes to the current system.
business,german growth goes into reverse germany s economy shrank 0.2% in the last three months of 2004  upsetting hopes of a sustained recovery.  the figures confounded hopes of a 0.2% expansion in the fourth quarter in europe s biggest economy. the federal statistics office said growth for the whole of 2004 was 1.6%  after a year of contraction in 2003  down from an earlier estimate of 1.7%. it said growth in the third quarter had been zero  putting the economy at a standstill from july onward. germany has been reliant on exports to get its economy back on track  as unemployment of more than five million and impending cuts to welfare mean german consumers have kept their money to themselves. major companies including volkswagen  daimlerchrysler and siemens have spent much of 2004 in tough talks with unions about trimming jobs and costs. according to the statistics office  destatis  rising exports were outweighed in the fourth quarter by the continuing weakness of domestic demand.  but the relentless rise in the value of the euro last year has also hit the competitiveness of german products overseas. the effect has been to depress prospects for the 12-nation eurozone as a whole  as well as germany. eurozone interest rates are at 2%  but senior officials at the rate-setting european central bank are beginning to talk about the threat of inflation  prompting fears that interest rates may rise. the ecb s mandate is to fight rising prices by boosting interest rates - and that could further threaten germany s hopes of recovery.
politics,labour targets  hardcore truants  a fresh crackdown on persistent truants in england has been launched by education secretary ruth kelly.  serial truants make up one in 13 pupils. previous initiatives brought 40 000 pupils back to school since 1997  according to official statistics. parenting contracts  penalty notices and  fast track  prosecution systems have been used to tackle what has been a stubborn problem. it is thought that nearly half a million children skip school each day. tories say labour s previous success regarding the issue came because it tackled the easy part of the problem by reducing authorised absence  where parents are permitted to take children out of school. such absences are often due to family holidays.  however  serial truants avoid the classroom despite government schemes costing £885m. those missing classes are more likely to become involved in crime as well as failing academically. measures such as parenting contracts and penalty notices were adopted by most local education authorities last term and come into force in the remainder this term. in one local education authority alone 800 parents were warned they would receive a penalty notice unless their child s attendance improved. the tough stance paid off with just 24 issued  while attendance improved in 776 cases. truancy has been reduced by 5% at the 128 worst hit schools through the government s behaviour improvement programme. this is the equivalent of 200 pupils back in classes since september.  the new measures come on top of national truancy sweeps - the sixth of which will take place on monday. police and education welfare officers patrol problem hotspots picking up truants and returning them to school. held twice each year  in addition to routine local patrols  previous country-wide sweeps have apprehended 31 000 pupils dodging school. in almost 14 000 of those cases  the youngsters were accompanied by their parents. a department for education and skills source said:  every day in school counts.  it is clear form these figures that schools and local education authorities are now seizing the tools we have given them to improve school attendance and crack down hard on the very small numbers of pupils which account for almost half of the nation s truancy.
sport,federer claims dubai crown world number one roger federer added the dubai championship trophy to his long list of successes - but not before he was given a test by ivan ljubicic.  top seed federer looked to be on course for a easy victory when he thumped the eighth seed 6-1 in the first set. but ljubicic  who beat tim henman in the last eight  dug deep to secure the second set after a tense tiebreak. swiss star federer was not about to lose his cool  though  turning on the style to win the deciding set 6-3. the match was a re-run of last week s final at the world indoor tournament in rotterdam  where federer triumphed  but not until ljubicic had stretched him for five sets.  i really wanted to get off to a good start this time  and i did  and i could really play with confidence while he still looking for his rhythm   federer said.   that took me all the way through to 6-1 3-1 0-30 on his serve and i almost ran away with it. but he came back  and that was a good effort on his side.  ljubicic was at a loss to explain his poor showing in the first set.  i didn t start badly  but then suddenly i felt like my racket was loose and the balls were flying a little bit too much. and with roger  if you relax for a second it just goes very quick   he said.  after those first three games it was no match at all. i don t know  it was really weird. i was playing really well the whole year  and then suddenly i found myself in trouble just to put the ball in the court.  but despite his defeat  the world number 14 was pleased with his overall performance.  i had a chance in the third  and for me it s really positive to twice in two weeks have a chance against roger to win the match.  it s an absolutely great boost to my confidence that i m up there and belong with top-class players.
business,house prices show slight increase prices of homes in the uk rose a seasonally adjusted 0.5% in february  says the nationwide building society.  the figure means the annual rate of increase in the uk is down to 10.2%  the lowest rate since june 2001. the annual rate has halved since august last year  as interest rises have cooled the housing market. at the same time  the number of mortgage approvals fell in january to a near 10-year low  official bank of england figures have shown.  nationwide said that in january house prices went up by 0.4% on the month and by 12.6% on a year earlier.  we are not seeing the market collapsing in the way some had feared   said nationwide economist alex bannister. there have been a number of warnings that the uk housing market may be heading for a downturn after four years of strong growth to 2004. in november  barclays  which owns former building society the woolwich  forecast an 8% fall in property prices in 2005  followed by further declines in 2006 and 2007. and last summer  economists at pricewaterhousecoopers (pwc) warned house prices were overvalued and could fall by between 10% and 15% by 2009.  the price of an average uk property now stands at £152 879. homeowners now expect house prices to rise by 1% over the next six months  mr bannister said. he said if the growth continued at this level then the bank of england may increase interest rates from their current 4.75%.   i think the key is what the bank expects to happen to the housing market. we always thought we would see a small rise  they thought they would see a small decline.  house prices have risen 0.9% this year  nationwide said  and if this pace of increase persists  prices would rise by just under 6% in the year to december. this is slightly above the 0-5% range nationwide predicts.  further evidence of a slowdown in the housing market emerged from bank of england lending figures released on tuesday. new mortgage loans in january fell to 79 000 from 82 000 in december  the bank said. the past few months have seen approvals fall to levels last seen in 1995. the bank revealed that 48 000 fewer mortgages were approved in january than for the same month in 2004. overall  mortgage lending rose by £7.2bn in january  marginally up on the £7.1bn rise in december.
sport,disappointed scott in solid start allan scott is confident of winning a medal at next week s european indoor championships after a solid debut on the international circuit.  the 22-year-old scot finished fourth in the 60m hurdles at the jose m cagigal memorial meeting in madrid.  it was definitely a learning curve and i certainly haven t ruled out challenging for a medal next week   said the east kilbride athlete. the race was won by felipe vivancos  who equalled the spanish record.  sweden s robert kronberg was second  with haiti s dudley dorival in third. scott was slightly disappointed with his run in the final. he won his heat in 7.64secs but ran 0.04secs slower in his first iaaf indoor grand prix circuit final.  i should have done better than that   he said.  i felt i could have won it. i got a poor start - but i still felt i should have ran faster.  vivancos slashed his personal best to equal the spanish record with a time of 7.60secs while kronberg and dorival clocked 7.62secs and 7.63secs respectively.
tech,pandas benefit from wireless net the world s dwindling panda population is getting a helping hand from a wireless internet network.  the wolong nature reserve in the sichuan province of southwest china is home to 20% of the remaining 1 500 giant pandas in the world. a broadband and wireless network installed on the reserve has allowed staff to chronicle the pandas  daily activities. the data and images can be shared with colleagues around the world. the reserve conducts vital research on both panda breeding and bamboo ecology.  using the network  vets have been able to observe how infant pandas feed and suggest changes to improve the tiny cubs  chances of survival.   digital technology has transformed the way we communicate and share information inside wolong and with the rest of the world   said zhang hemin  director of the wolong nature reserve.  our researchers now have state-of-the-art digital technology to help foster the panda population and manage our precious surroundings.  the network has been developed by intel  working closely with the staff at wolong. it includes a 802.11b wireless network and a video monitoring system using five cameras to observe pandas around the clock.  before the new infrastructure arrived at the panda park  staff walked or drove to deliver floppy disks across the reserve. infant panda health was recorded on paper notebooks and research teams in the field had little access to the data. to foster cultural links across the globe  a children s learning lab has been incorporated in the network  in collaboration with globio (federation for global biodiversity education for children)  an international non-profit organisation. it will enable children at local primary schools to hook up with their peers in portland  oregon in the us.  digital technology brings this story to life by enabling a global dialogue to help bridge cultures around the world   said globio founder gerry ellis.
entertainment,franz man seeks government help franz ferdinand frontman alex kapranos has called for more government help for musicians  while taking part in an edinburgh lectures discussion.   for any cultural output to thrive there needs to be some kind of state input to that as well   he said. but kapranos warned against musicians being too closely linked with mps  at the university of edinburgh event.  i think the role of musicians is to question politicians rather than to go to bed with them   he said.  kapranos joined the prestigious lecture series to discuss scotland s role in making 21st century music.  there are elements of our musical output which require sustenance because they aren t self-sufficient   he said.  but so-called commercial music would benefit from investment as well.  he warned musicians against being allied to a particular party  however.  i don t know if having tea with politicians is always a good idea.   kapranos and his glasgow four-piece band have been nominated for five prizes at next week s brit awards  including best group and best album. their self-titled debut album won last year s mercury music prize and spawned three top 20 singles. he told the 300-strong audience at the university s reid hall that musicians should listen to a wide range of music and should not be restricted by stereotypes.  we say  i like this . because i listen to nirvana and korn i am a troubled individual  i m riddled with angst because i listen to chopin and debussy  i listen to kylie minogue and scissor sisters because i m upbeat and i like to party  i listen to wagner because i like the smell of napalm in the morning.  kapranos said there was a general  hostility  towards classical music  adding:  there is very little done to break that hostility other than classic fm.   he concluded:  we define ourselves as a nation by the way we encourage our creativity.  fellow speaker and classical composer james macmillan agreed:  we need to rediscover our ability to listen.  previous speakers at the edinburgh lectures series have included former soviet leader mikhail gorbachev and author professor stephen hawking. kapranos described his appearance on wednesday as  more daunting by a long way  than their upcoming brits performance.  i don t really care about the brits   he said.  it s going to be great to go down but i have actually had to exercise part of my brain tonight.   i think the government should do more to help up-and-coming artists be discovered by scrapping the entertainment licences for live venues. also they should do more to help independent record labels have a louder voice within an industry dominated by commercialised major labels.  rather than expecting the government - i.e. the taxpayer - to fork out  why don t some of the megastars put something back in  some of britain s wealthiest people are musicians who have raked it in from albums  concerts etc. there are far more important demands on government funds.  if they can fund football  why not fund music   areas of the arts are funded by government and lottery grants  so why not music  we already have the opera receiving huge grants and it would clearly be beneficial for diversity in music to have the same opportunities in other areas of the music. the only problem would be how to judge what merits state cash.  the government has enough problems funding schools and health services. if alex kapranos genuinely thinks a multi-billion pound industry should also have government funding then his own education was seriously lacking and more money should be put into that.  as a scot living in england  i appreciate the value of scottish music and culture being a success  so i can see no problem with it! franz ferdinand  travis and snow patrol are just recent examples of the success scottish music can have in the world  so we should do what we scots are good at and support our own goods!  i think the issue is more fundamental: should the government be spending money on subsidising a multi-million pound industry when health and education are in such a sorry state  the answer is most definitely no. those people who are lucky enough to pursue their passion to get their pay cheque shouldn t be looking for government subsidies. i know that if i was lucky enough to be able to pursue my dream of show jumping i would want to finance myself until i was in a position to pursue corporate sponsorship.  yes the government should fund music - it brings joy to the masses.  there are already thousands of state-funded musicians out there sitting around  twiddling their thumbs on the  new deal . getting the government even more involved would only waste money that could be put to better use.  as long as the government was funding real talent it would be a great move. i would hate to see more pop idol-type funding of music though  as it would only serve to reinforce the stereotypes that alex talked about.  only if the proposals make financial sense. franz ferdinand must be paying serious amounts of tax on their record sales - if they d had a government grant to get started they d have more than paid it back by now  so the treasury would be making far more than it paid out. however  the government has better things to spend its money on than to give charity to everyone who decides they re a musician. the government shouldn t  fund  music - it should  invest  in music and those investments should be treated like any other investment.  i think the government needs to provide facilities and for young groups and bands to form and practise. the equipment is not cheap and can be well beyond the means of many people. however  i do feel this should be the extent of their role  to provide the conditions for the talent to flourish and let it go from there.  i do agree that the government should help to fund music but there is also a responsibility held by record companies! they generally always opt for the tried and tested and tend not to want to break any moulds or risk losing any money which ultimately  the directors are in the business for! if labels were more willing to put money forward towards smaller breakthrough acts then the government wouldn t have to fork out a great deal.  yeah  why not  music should be government funded  particularly the work of modern composers and veteran bands/artists and stuff. pop music pretty much rules the earth  so more attention should go to the other fraternities  i agree with funding the arts to make it more accessible to the public but i am not convinced that pop music requires financial support from the taxpayer. there is a great deal of money generated through pop music - perhaps a tax on pop could be ploughed into the public performance of other forms of music for everyone to enjoy. perhaps we could financially penalise really bad pop idol-style music - that is  the music industry sector without any artistic merit or originality whatsoever and that which is specifically designed to line the pockets of music producers. call it a tax on music  pollution   if you like.  though i really like franz ferdinand  i have to disagree with mr kapranos. once government gets their hand into the private sector  it will destroy the creative and possibly controversial avenues the artist pursues. many years ago  this was the case with the us nea  when the government started to question what was considered art for the money they were allotting. the solution mr kapranos should pursue would be privately-funded organizations  like save the music in the us.
